recomender3:
0, 10, 0.5103360436452362, 0.9458333333333332, 0.6570645119309398
2.5, 10, 0.5523308542567352, 0.5055555555555556, 0.44034671685552035
2.5, 10, 0.44262356985564155, 0.6847222222222221, 0.5105775253302851
2.5, 30, 0.5106382978723404, 1, 0.676056338028169
3, 10, 0.5195563334838814, 0.7541666666666667, 0.5778909580228931
3.5, 10, 0.45059184677882247, 0.5638888888888889, 0.4756153386533529
3, 30, 0.5104416695923112, 0.9833333333333332, 0.6718915234395179
3.5, 30, 0.5110030395136778, 1, 0.6763752325272389
4, 30,  0.5106382978723404, 1, 0.676056338028169


recomender2 :
0, 10, 0.48836860831660694, 0.7319444444444444, 0.5445201668059048
0, 30, 0.51, 1, 0.67
0, 10, 0.5153419873779004, 0.986111111111111, 0.6762517567296954 
